Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664200596.274292,51,1664212176,0,GPS1_Frame,42.31431198120117,-71.10482025146484,62.70000076293945,326540.8125,4686820.0,19,T
1664200597.2742774,52,1664212177,0,GPS1_Frame,42.31431198120117,-71.10482025146484,62.599998474121094,326540.8125,4686820.0,19,T
1664200598.2733972,53,1664212178,0,GPS1_Frame,42.31431198120117,-71.10482025146484,62.5,326540.8125,4686820.0,19,T
1664200599.2731502,54,1664212179,0,GPS1_Frame,42.31431198120117,-71.10482025146484,62.599998474121094,326540.8125,4686820.0,19,T
1664200600.2729723,55,1664212180,0,GPS1_Frame,42.31431198120117,-71.10482025146484,62.599998474121094,326540.8125,4686820.0,19,T
1664200601.2724106,56,1664212181,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200602.2731566,57,1664212182,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200603.272731,58,1664212183,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200604.2724469,59,1664212184,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200605.2725399,60,1664212185,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200606.2723045,61,1664212186,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200607.27227,62,1664212187,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200608.272878,63,1664212188,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200609.2729268,64,1664212189,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200610.2725074,65,1664212190,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.599998474121094,326540.96875,4686820.0,19,T
1664200611.2740254,66,1664212191,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.70000076293945,326540.96875,4686820.0,19,T
1664200612.273974,67,1664212192,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.70000076293945,326540.96875,4686820.0,19,T
1664200613.2752929,68,1664212193,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.70000076293945,326540.96875,4686820.0,19,T
1664200614.2747395,69,1664212194,0,GPS1_Frame,42.31431198120117,-71.10481262207031,62.70000076293945,326540.96875,4686820.0,19,T
1664200615.2738016,70,1664212195,0,GPS1_Frame,42.314308166503906,-71.10481262207031,63.5,326541.21875,4686820.0,19,T
1664200616.2746549,71,1664212196,0,GPS1_Frame,42.314308166503906,-71.10481262207031,63.5,326541.21875,4686820.0,19,T
